Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2007M06;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2007M05;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2007M04;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2007M03;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2007M02;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2007M01;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M12;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M11;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M10;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M09;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M08;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M07;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M06;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M05;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M04;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M03;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M02;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2006M01;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M12;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M11;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M10;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M09;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M08;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M07;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M06;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M05;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M04;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M03;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M02;""
Total Nacional;13 Madrid, Comunidad de;Pernoctaciones;Total Nacional;19 Melilla;2005M01;""
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2026M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2026M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2026M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2026M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2026M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2026M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2025M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2024M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2023M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2022M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2021M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M04;..
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2020M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2019M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2018M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2017M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2016M01;""
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2015M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2014M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2013M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2012M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2011M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2010M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2009M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2008M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M04;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M03;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M02;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2007M01;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M12;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M11;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M10;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M09;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M08;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M07;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M06;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M05;100
Total Nacional;14 Murcia, Región de;Viajero;Total Nacional;;2006M04;100
